Date,Day_of_Week,Day_Type,Month,Hour,Time_Slot,Time_Period,Location,Event_Note,Two_Wheelers,Cars_and_SUVs,Auto_Rickshaws,Buses_MTC_Private,Trucks_and_LCVs,Total_Vehicles,PCU_Value,Avg_Speed_kmph,Signal_Delay_sec,Congestion_Level
2024-02-07,Wednesday,Weekday,February,0,00:00-01:00,Night,Kathipara Junction,Regular Day,19,15,4,2,4,44,44.9,31.3,34.2,Free Flow
2024-02-07,Wednesday,Weekday,February,1,01:00-02:00,Night,Kathipara Junction,Regular Day,52,47,10,8,7,124,124.0,37.0,26.2,Free Flow
2024-02-07,Wednesday,Weekday,February,2,02:00-03:00,Night,Kathipara Junction,Regular Day,28,26,4,4,6,68,72.4,36.6,25.3,Free Flow
2024-02-07,Wednesday,Weekday,February,3,03:00-04:00,Night,Kathipara Junction,Regular Day,13,10,1,1,2,27,26.1,30.1,25.6,Free Flow
2024-02-07,Wednesday,Weekday,February,4,04:00-05:00,Night,Kathipara Junction,Regular Day,31,27,5,6,5,74,78.5,33.7,24.6,Free Flow
2024-02-07,Wednesday,Weekday,February,5,05:00-06:00,Night,Kathipara Junction,Regular Day,16,12,3,2,0,33,27.8,36.3,10.1,Free Flow
2024-02-07,Wednesday,Weekday,February,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,167,141,33,29,6,376,349.3,33.1,20.6,Free Flow
2024-02-07,Wednesday,Weekday,February,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,264,202,39,55,60,620,702.4,19.8,65.1,Moderate
2024-02-07,Wednesday,Weekday,February,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,640,603,136,100,53,1532,1463.6,17.9,159.2,Severe
2024-02-07,Wednesday,Weekday,February,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,947,706,201,118,104,2076,1966.1,18.7,149.6,Severe
2024-02-07,Wednesday,Weekday,February,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,980,796,160,180,90,2206,2192.0,18.2,126.7,Severe
2024-02-07,Wednesday,Weekday,February,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,374,308,54,51,53,840,839.4,20.5,75.3,Severe
2024-02-07,Wednesday,Weekday,February,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,383,335,92,70,55,935,956.7,22.4,95.8,Severe
2024-02-07,Wednesday,Weekday,February,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,329,279,66,59,82,815,906.1,20.1,62.2,Heavy
2024-02-07,Wednesday,Weekday,February,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,234,196,40,39,72,581,670.0,20.6,79.6,Light
2024-02-07,Wednesday,Weekday,February,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,357,312,61,58,69,857,908.1,18.5,66.9,Heavy
2024-02-07,Wednesday,Weekday,February,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,296,244,54,35,37,666,640.4,22.0,69.6,Light
2024-02-07,Wednesday,Weekday,February,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,824,610,128,139,154,1855,1977.8,10.7,187.7,Severe
2024-02-07,Wednesday,Weekday,February,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,877,685,171,118,66,1917,1778.1,15.0,158.4,Severe
2024-02-07,Wednesday,Weekday,February,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,670,592,149,108,17,1536,1391.4,11.6,162.4,Severe
2024-02-07,Wednesday,Weekday,February,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,950,798,158,167,89,2162,2135.8,14.9,163.3,Severe
2024-02-07,Wednesday,Weekday,February,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,265,235,38,43,54,635,681.3,25.7,60.0,Moderate
2024-02-07,Wednesday,Weekday,February,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,175,144,28,35,33,415,452.3,29.6,10.8,Light
2024-02-07,Wednesday,Weekday,February,23,23:00-24:00,Night,Kathipara Junction,Regular Day,65,54,11,9,12,151,156.1,36.3,21.3,Free Flow
2024-02-08,Thursday,Weekday,February,0,00:00-01:00,Night,Kathipara Junction,Regular Day,74,66,16,13,11,180,184.6,30.6,31.1,Free Flow
2024-02-08,Thursday,Weekday,February,1,01:00-02:00,Night,Kathipara Junction,Regular Day,29,24,6,4,0,63,54.1,29.9,32.7,Free Flow
2024-02-08,Thursday,Weekday,February,2,02:00-03:00,Night,Kathipara Junction,Regular Day,36,32,7,4,6,85,84.2,32.1,10.8,Free Flow
2024-02-08,Thursday,Weekday,February,3,03:00-04:00,Night,Kathipara Junction,Regular Day,28,22,5,5,7,67,75.0,26.1,12.8,Free Flow
2024-02-08,Thursday,Weekday,February,4,04:00-05:00,Night,Kathipara Junction,Regular Day,72,57,15,12,10,166,168.0,35.6,31.6,Free Flow
2024-02-08,Thursday,Weekday,February,5,05:00-06:00,Night,Kathipara Junction,Regular Day,47,40,8,6,6,107,104.3,32.7,28.1,Free Flow
2024-02-08,Thursday,Weekday,February,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,140,128,29,25,24,346,362.4,27.9,32.1,Free Flow
2024-02-08,Thursday,Weekday,February,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,266,242,42,44,12,606,568.2,19.2,79.5,Light
2024-02-08,Thursday,Weekday,February,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,769,682,174,152,76,1853,1854.9,18.7,107.7,Severe
2024-02-08,Thursday,Weekday,February,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,569,417,117,69,126,1298,1356.7,18.5,124.9,Severe
2024-02-08,Thursday,Weekday,February,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,939,782,158,161,20,2060,1889.3,14.5,119.1,Severe
2024-02-08,Thursday,Weekday,February,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,404,332,74,74,23,907,869.4,19.8,91.2,Severe
2024-02-08,Thursday,Weekday,February,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,318,264,59,64,11,716,683.4,18.9,86.8,Moderate
2024-02-08,Thursday,Weekday,February,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,324,269,52,57,51,753,786.2,25.8,88.3,Moderate
2024-02-08,Thursday,Weekday,February,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,431,326,64,80,61,962,1002.9,22.6,90.4,Severe
2024-02-08,Thursday,Weekday,February,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,333,290,55,43,10,731,648.5,21.9,83.6,Moderate
2024-02-08,Thursday,Weekday,February,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,397,359,76,71,32,935,912.1,20.7,93.1,Heavy
2024-02-08,Thursday,Weekday,February,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,618,539,93,125,78,1453,1512.8,11.7,139.4,Severe
2024-02-08,Thursday,Weekday,February,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,613,602,137,98,74,1524,1506.7,15.9,141.1,Severe
2024-02-08,Thursday,Weekday,February,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,987,883,178,184,184,2416,2587.3,15.9,128.6,Severe
2024-02-08,Thursday,Weekday,February,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,827,709,119,116,62,1833,1727.9,15.8,135.2,Severe
2024-02-08,Thursday,Weekday,February,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,221,173,36,27,35,492,491.1,22.0,54.4,Light
2024-02-08,Thursday,Weekday,February,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,95,69,20,19,9,212,212.5,28.4,30.5,Free Flow
2024-02-08,Thursday,Weekday,February,23,23:00-24:00,Night,Kathipara Junction,Regular Day,80,66,14,11,2,173,153.4,31.6,13.2,Free Flow
2024-02-09,Friday,Weekday,February,0,00:00-01:00,Night,Kathipara Junction,Regular Day,51,39,7,7,7,111,110.7,33.3,12.3,Free Flow
2024-02-09,Friday,Weekday,February,1,01:00-02:00,Night,Kathipara Junction,Regular Day,30,27,6,5,5,73,75.6,34.8,29.4,Free Flow
2024-02-09,Friday,Weekday,February,2,02:00-03:00,Night,Kathipara Junction,Regular Day,57,51,11,8,1,128,113.1,31.4,29.6,Free Flow
2024-02-09,Friday,Weekday,February,3,03:00-04:00,Night,Kathipara Junction,Regular Day,64,54,10,8,21,157,179.0,34.0,33.3,Free Flow
2024-02-09,Friday,Weekday,February,4,04:00-05:00,Night,Kathipara Junction,Regular Day,24,17,4,3,3,51,49.4,26.3,34.6,Free Flow
2024-02-09,Friday,Weekday,February,5,05:00-06:00,Night,Kathipara Junction,Regular Day,60,48,12,9,2,131,118.2,30.2,15.6,Free Flow
2024-02-09,Friday,Weekday,February,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,130,103,29,23,28,313,338.4,31.3,31.9,Free Flow
2024-02-09,Friday,Weekday,February,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,227,224,45,38,26,560,556.5,20.0,58.3,Moderate
2024-02-09,Friday,Weekday,February,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,735,563,160,103,54,1615,1497.5,12.7,157.0,Severe
2024-02-09,Friday,Weekday,February,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,652,494,143,133,96,1518,1592.8,12.8,135.6,Severe
2024-02-09,Friday,Weekday,February,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,609,504,128,92,144,1477,1593.3,18.6,115.4,Severe
2024-02-09,Friday,Weekday,February,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,421,331,78,82,43,955,963.3,24.6,69.1,Severe
2024-02-09,Friday,Weekday,February,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,294,258,52,50,44,698,718.2,23.3,80.9,Moderate
2024-02-09,Friday,Weekday,February,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,365,271,56,68,37,797,802.1,24.3,64.4,Moderate
2024-02-09,Friday,Weekday,February,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,433,327,62,76,74,972,1030.7,19.9,75.0,Severe
2024-02-09,Friday,Weekday,February,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,335,282,69,60,7,753,691.9,24.2,92.1,Moderate
2024-02-09,Friday,Weekday,February,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,358,307,75,46,31,817,762.0,18.3,74.3,Severe
2024-02-09,Friday,Weekday,February,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,1052,778,153,122,314,2419,2703.8,13.1,165.1,Severe
2024-02-09,Friday,Weekday,February,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,678,508,138,129,106,1559,1634.8,14.4,153.7,Severe
2024-02-09,Friday,Weekday,February,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,963,726,168,139,175,2171,2250.3,17.0,164.0,Severe
2024-02-09,Friday,Weekday,February,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,730,688,142,145,62,1767,1759.2,13.2,139.0,Severe
2024-02-09,Friday,Weekday,February,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,202,165,43,34,23,467,462.8,20.2,56.2,Light
2024-02-09,Friday,Weekday,February,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,157,119,32,22,27,357,363.7,29.6,18.7,Light
2024-02-09,Friday,Weekday,February,23,23:00-24:00,Night,Kathipara Junction,Regular Day,55,45,11,12,14,137,157.1,34.2,27.9,Free Flow
2024-02-10,Saturday,Weekend,February,0,00:00-01:00,Night,Kathipara Junction,Regular Day,90,63,17,14,10,194,190.2,29.5,25.4,Free Flow
2024-02-10,Saturday,Weekend,February,1,01:00-02:00,Night,Kathipara Junction,Regular Day,15,13,2,2,1,33,30.7,30.4,15.2,Free Flow
2024-02-10,Saturday,Weekend,February,2,02:00-03:00,Night,Kathipara Junction,Regular Day,83,58,16,14,10,181,181.1,34.6,12.8,Free Flow
2024-02-10,Saturday,Weekend,February,3,03:00-04:00,Night,Kathipara Junction,Regular Day,58,45,10,11,6,130,131.0,32.4,18.6,Free Flow
2024-02-10,Saturday,Weekend,February,4,04:00-05:00,Night,Kathipara Junction,Regular Day,76,61,13,10,26,186,214.8,32.1,31.7,Free Flow
2024-02-10,Saturday,Weekend,February,5,05:00-06:00,Night,Kathipara Junction,Regular Day,68,65,13,14,3,163,157.8,30.2,27.3,Free Flow
2024-02-10,Saturday,Weekend,February,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,116,110,20,14,19,279,279.0,27.9,30.9,Free Flow
2024-02-10,Saturday,Weekend,February,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,223,190,37,37,28,515,518.7,21.4,85.5,Light
2024-02-10,Saturday,Weekend,February,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,464,416,95,57,74,1106,1098.0,16.1,134.9,Severe
2024-02-10,Saturday,Weekend,February,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,354,333,75,61,50,873,888.0,15.6,101.0,Heavy
2024-02-10,Saturday,Weekend,February,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,379,341,77,62,25,884,837.7,14.8,147.9,Severe
2024-02-10,Saturday,Weekend,February,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,343,320,55,53,78,849,917.5,19.0,71.2,Severe
2024-02-10,Saturday,Weekend,February,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,307,252,42,49,24,674,649.7,24.7,78.8,Moderate
2024-02-10,Saturday,Weekend,February,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,345,286,75,44,65,815,830.5,19.8,88.2,Severe
2024-02-10,Saturday,Weekend,February,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,422,393,86,56,83,1040,1072.6,21.5,91.4,Severe
2024-02-10,Saturday,Weekend,February,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,326,261,46,37,58,728,736.6,18.4,78.1,Moderate
2024-02-10,Saturday,Weekend,February,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,267,239,55,44,50,655,687.5,23.0,66.5,Moderate
2024-02-10,Saturday,Weekend,February,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,459,367,100,95,109,1130,1268.5,12.4,151.9,Severe
2024-02-10,Saturday,Weekend,February,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,421,350,90,78,20,959,908.5,16.2,189.6,Severe
2024-02-10,Saturday,Weekend,February,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,560,468,111,67,107,1313,1336.6,10.2,186.6,Severe
2024-02-10,Saturday,Weekend,February,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,473,379,108,83,82,1125,1175.3,11.6,173.3,Severe
2024-02-10,Saturday,Weekend,February,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,206,169,45,33,20,473,458.0,24.6,63.5,Light
2024-02-10,Saturday,Weekend,February,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,127,108,27,19,2,283,250.7,31.8,31.6,Free Flow
2024-02-10,Saturday,Weekend,February,23,23:00-24:00,Night,Kathipara Junction,Regular Day,59,52,9,7,17,144,158.9,37.6,24.6,Free Flow
2024-02-11,Sunday,Weekend,February,0,00:00-01:00,Night,Kathipara Junction,Regular Day,77,69,17,11,6,180,168.7,28.1,13.6,Free Flow
2024-02-11,Sunday,Weekend,February,1,01:00-02:00,Night,Kathipara Junction,Regular Day,62,55,10,10,4,141,134.0,31.1,23.3,Free Flow
2024-02-11,Sunday,Weekend,February,2,02:00-03:00,Night,Kathipara Junction,Regular Day,46,40,8,6,7,107,106.8,36.9,34.5,Free Flow
2024-02-11,Sunday,Weekend,February,3,03:00-04:00,Night,Kathipara Junction,Regular Day,12,10,2,2,1,27,26.2,37.0,28.8,Free Flow
2024-02-11,Sunday,Weekend,February,4,04:00-05:00,Night,Kathipara Junction,Regular Day,69,59,11,8,10,157,154.1,29.1,18.5,Free Flow
2024-02-11,Sunday,Weekend,February,5,05:00-06:00,Night,Kathipara Junction,Regular Day,35,31,6,4,1,77,67.1,36.9,10.1,Free Flow
2024-02-11,Sunday,Weekend,February,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,193,170,26,28,16,433,414.1,26.5,15.6,Light
2024-02-11,Sunday,Weekend,February,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,321,278,50,67,46,762,807.5,20.6,83.2,Moderate
2024-02-11,Sunday,Weekend,February,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,476,452,104,76,36,1144,1088.4,17.0,111.3,Severe
2024-02-11,Sunday,Weekend,February,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,420,340,83,88,83,1014,1112.8,14.0,149.8,Severe
2024-02-11,Sunday,Weekend,February,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,487,394,111,91,38,1121,1091.1,17.3,125.1,Severe
2024-02-11,Sunday,Weekend,February,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,359,297,77,52,109,894,1005.7,24.5,77.8,Heavy
2024-02-11,Sunday,Weekend,February,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,355,281,82,73,32,823,822.7,22.3,67.2,Moderate
2024-02-11,Sunday,Weekend,February,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,330,289,80,62,51,812,841.0,24.6,63.0,Heavy
2024-02-11,Sunday,Weekend,February,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,337,310,78,56,8,789,717.3,23.5,61.5,Moderate
2024-02-11,Sunday,Weekend,February,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,355,342,86,49,50,882,868.1,18.1,80.7,Severe
2024-02-11,Sunday,Weekend,February,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,325,272,48,51,30,726,706.3,20.9,59.9,Moderate
2024-02-11,Sunday,Weekend,February,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,423,381,95,63,56,1018,1006.5,12.0,178.2,Severe
2024-02-11,Sunday,Weekend,February,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,601,449,134,76,97,1357,1348.9,13.4,144.7,Severe
2024-02-11,Sunday,Weekend,February,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,336,316,48,63,36,799,809.8,15.3,139.5,Moderate
2024-02-11,Sunday,Weekend,February,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,366,312,75,53,108,914,1023.0,13.0,124.9,Severe
2024-02-11,Sunday,Weekend,February,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,221,199,36,37,51,544,595.1,22.0,76.9,Light
2024-02-11,Sunday,Weekend,February,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,134,115,29,17,2,297,256.4,28.6,31.9,Free Flow
2024-02-11,Sunday,Weekend,February,23,23:00-24:00,Night,Kathipara Junction,Regular Day,25,22,3,5,0,55,51.3,27.2,29.8,Free Flow
2024-02-12,Monday,Weekday,February,0,00:00-01:00,Night,Kathipara Junction,Regular Day,66,54,12,12,17,161,181.2,29.5,19.6,Free Flow
2024-02-12,Monday,Weekday,February,1,01:00-02:00,Night,Kathipara Junction,Regular Day,78,60,13,9,16,176,181.8,32.9,18.5,Free Flow
2024-02-12,Monday,Weekday,February,2,02:00-03:00,Night,Kathipara Junction,Regular Day,48,39,7,8,13,115,130.2,28.6,31.4,Free Flow
2024-02-12,Monday,Weekday,February,3,03:00-04:00,Night,Kathipara Junction,Regular Day,65,51,14,8,17,155,166.9,30.6,24.5,Free Flow
2024-02-12,Monday,Weekday,February,4,04:00-05:00,Night,Kathipara Junction,Regular Day,43,36,7,8,0,94,85.7,34.3,31.5,Free Flow
2024-02-12,Monday,Weekday,February,5,05:00-06:00,Night,Kathipara Junction,Regular Day,68,55,15,9,9,156,152.0,32.5,27.9,Free Flow
2024-02-12,Monday,Weekday,February,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,111,96,22,21,2,252,233.7,30.0,18.7,Free Flow
2024-02-12,Monday,Weekday,February,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,322,262,50,44,25,703,660.0,21.5,69.5,Moderate
2024-02-12,Monday,Weekday,February,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,680,670,149,103,85,1687,1663.4,18.1,131.6,Severe
2024-02-12,Monday,Weekday,February,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,800,608,154,116,76,1754,1676.4,13.7,126.1,Severe
2024-02-12,Monday,Weekday,February,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,635,497,103,133,155,1523,1740.3,15.8,135.6,Severe
2024-02-12,Monday,Weekday,February,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,457,398,84,79,92,1110,1189.9,19.2,88.5,Severe
2024-02-12,Monday,Weekday,February,12,12:00-13:00,Midday,Kathipara Junction,Regular Day,406,308,80,60,88,942,1003.0,19.9,95.2,Severe
2024-02-12,Monday,Weekday,February,13,13:00-14:00,Midday,Kathipara Junction,Regular Day,290,220,38,42,43,633,642.8,19.1,77.2,Light
2024-02-12,Monday,Weekday,February,14,14:00-15:00,Midday,Kathipara Junction,Regular Day,334,264,56,46,55,755,767.6,24.1,81.8,Moderate
2024-02-12,Monday,Weekday,February,15,15:00-16:00,Midday,Kathipara Junction,Regular Day,394,324,78,79,26,901,882.8,25.8,93.1,Heavy
2024-02-12,Monday,Weekday,February,16,16:00-17:00,Midday,Kathipara Junction,Regular Day,398,297,73,58,74,900,935.8,18.3,65.0,Severe
2024-02-12,Monday,Weekday,February,17,17:00-18:00,Evening Peak,Kathipara Junction,Regular Day,807,757,187,110,98,1959,1896.7,14.2,168.7,Severe
2024-02-12,Monday,Weekday,February,18,18:00-19:00,Evening Peak,Kathipara Junction,Regular Day,838,702,123,133,34,1830,1695.8,10.3,151.0,Severe
2024-02-12,Monday,Weekday,February,19,19:00-20:00,Evening Peak,Kathipara Junction,Regular Day,700,656,167,137,38,1698,1631.2,13.4,162.2,Severe
2024-02-12,Monday,Weekday,February,20,20:00-21:00,Evening Peak,Kathipara Junction,Regular Day,793,601,173,149,47,1763,1689.3,11.0,164.7,Severe
2024-02-12,Monday,Weekday,February,21,21:00-22:00,Shoulder Hour,Kathipara Junction,Regular Day,233,212,38,32,15,530,492.3,20.2,85.3,Light
2024-02-12,Monday,Weekday,February,22,22:00-23:00,Off-Peak,Kathipara Junction,Regular Day,155,135,29,28,31,378,406.9,31.0,25.1,Light
2024-02-12,Monday,Weekday,February,23,23:00-24:00,Night,Kathipara Junction,Regular Day,16,12,2,1,2,33,30.2,29.5,33.7,Free Flow
2024-02-13,Tuesday,Weekday,February,0,00:00-01:00,Night,Kathipara Junction,Regular Day,72,62,13,14,9,170,174.8,30.6,12.6,Free Flow
2024-02-13,Tuesday,Weekday,February,1,01:00-02:00,Night,Kathipara Junction,Regular Day,79,59,12,9,20,179,192.7,27.8,10.1,Free Flow
2024-02-13,Tuesday,Weekday,February,2,02:00-03:00,Night,Kathipara Junction,Regular Day,12,11,2,2,1,28,27.2,30.5,10.6,Free Flow
2024-02-13,Tuesday,Weekday,February,3,03:00-04:00,Night,Kathipara Junction,Regular Day,74,61,13,10,15,173,180.8,26.2,11.1,Free Flow
2024-02-13,Tuesday,Weekday,February,4,04:00-05:00,Night,Kathipara Junction,Regular Day,33,27,7,5,3,75,71.7,31.9,24.7,Free Flow
2024-02-13,Tuesday,Weekday,February,5,05:00-06:00,Night,Kathipara Junction,Regular Day,15,14,3,2,3,37,38.3,36.6,27.3,Free Flow
2024-02-13,Tuesday,Weekday,February,6,06:00-07:00,Off-Peak,Kathipara Junction,Regular Day,99,81,18,16,31,245,282.3,31.1,15.9,Free Flow
2024-02-13,Tuesday,Weekday,February,7,07:00-08:00,Shoulder Hour,Kathipara Junction,Regular Day,274,192,40,53,39,598,629.0,21.9,78.0,Light
2024-02-13,Tuesday,Weekday,February,8,08:00-09:00,Morning Peak,Kathipara Junction,Regular Day,832,642,131,163,182,1950,2171.6,18.0,121.0,Severe
2024-02-13,Tuesday,Weekday,February,9,09:00-10:00,Morning Peak,Kathipara Junction,Regular Day,798,614,118,162,169,1861,2076.8,16.5,129.1,Severe
2024-02-13,Tuesday,Weekday,February,10,10:00-11:00,Morning Peak,Kathipara Junction,Regular Day,751,706,139,156,112,1864,1968.9,13.3,113.0,Severe
2024-02-13,Tuesday,Weekday,February,11,11:00-12:00,Midday,Kathipara Junction,Regular Day,377,320,78,77,31,883,879.3,23.5,80.1,Heavy
